"Entry"	"Entry Name"	"Protein names"	"Gene Names"	"Organism"	"Gene Ontology IDs"	"Gene Ontology (GO)"	"Gene Ontology (biological process)"	"Gene Ontology (cellular component)"	"Gene Ontology (molecular function)"	"Organism (ID)"	"Gene Names (synonym)"	"Gene Names (ordered locus)"	"Gene Names (ORF)"	"Gene Names (primary)"	"Proteomes"	"Protein families"	"RefSeq"	"KEGG"	"GeneID"	"EnsemblBacteria"	"Annotation"	"Keywords"	"Caution"	"Keyword ID"	"Miscellaneous [CC]"	"Protein existence"	"Reviewed"	"Tools"	"UniParc"	"Comments"	"Features"	"Taxonomic lineage"	"Taxonomic lineage (Ids)"	"Virus hosts"	"Intramembrane"	"Subcellular location [CC]"	"Topological domain"	"Transmembrane"
"O59640"	"MTRA_METMA"	"Tetrahydromethanopterin S-methyltransferase subunit A (EC 2.1.1.86) (N5-methyltetrahydromethanopterin--coenzyme M methyltransferase subunit A)"	"mtrA MM_1543"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0005886; GO:0006730; GO:0006814; GO:0019386; GO:0030269; GO:0032259; GO:0050897"	"plasma membrane [GO:0005886]; cobalt ion binding [GO:0050897]; tetrahydromethanopterin S-methyltransferase activity [GO:0030269]; methanogenesis, from carbon dioxide [GO:0019386]; methylation [GO:0032259]; one-carbon metabolic process [GO:0006730]; sodium ion transport [GO:0006814]"	"methanogenesis, from carbon dioxide [GO:0019386]; methylation [GO:0032259]; one-carbon metabolic process [GO:0006730]; sodium ion transport [GO:0006814]"	"plasma membrane [GO:0005886]"	"cobalt ion binding [GO:0050897]; tetrahydromethanopterin S-methyltransferase activity [GO:0030269]"	192952		"MM_1543"		"mtrA"	"UP000000595: Chromosome"	"MtrA family"	"WP_011033489.1;"	"mma:MM_1543;"	"24879462;"	"AAM31239;"	4	"Cell membrane;Cobalt;Membrane;Methanogenesis;Methyltransferase;One-carbon metabolism;Transferase;Transmembrane;Transmembrane helix"		"KW-1003; KW-0170; KW-0472; KW-0484; KW-0489; KW-0554; KW-0808; KW-0812; KW-1133"		"Inferred from homology"	"reviewed"		"UPI000012F831"	"CATALYTIC ACTIVITY (1); COFACTOR (1); FUNCTION (1); PATHWAY (1); SIMILARITY (1); SUBCELLULAR LOCATION (1); SUBUNIT (1)"	"Binding site (1); Chain (1); Sequence conflict (4); Topological domain (2); Transmembrane (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"			"SUBCELLULAR LOCATION: Cell membrane {ECO:0000255|HAMAP-Rule:MF_01093}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01093}."	"TOPO_DOM 1..218; /note=""Cytoplasmic""; /evidence=""ECO:0000255|HAMAP-Rule:MF_01093""; TOPO_DOM 240; /note=""Extracellular""; /evidence=""ECO:0000255|HAMAP-Rule:MF_01093"""	"TRANSMEM 219..239; /note=""Helical""; /evidence=""ECO:0000255|HAMAP-Rule:MF_01093"""
"P0CW05"	"ACKA_METMA"	"Acetate kinase (EC 2.7.2.1) (Acetokinase)"	"ackA ack MM_0495"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0000287; GO:0005524; GO:0005737; GO:0006082; GO:0006085; GO:0008776; GO:0016310"	"cytoplasm [GO:0005737]; acetate kinase activity [GO:0008776]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; acetyl-CoA biosynthetic process [GO:0006085]; organic acid metabolic process [GO:0006082]; phosphorylation [GO:0016310]"	"acetyl-CoA biosynthetic process [GO:0006085]; organic acid metabolic process [GO:0006082]; phosphorylation [GO:0016310]"	"cytoplasm [GO:0005737]"	"acetate kinase activity [GO:0008776]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]"	192952	"ack"	"MM_0495"		"ackA"	"UP000000595: Chromosome"	"Acetokinase family"	"WP_015411143.1;"	"mma:MM_0495;"	"44086283;66134327;"	"AAM30191;"	4	"ATP-binding;Cytoplasm;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Transferase"		"KW-0067; KW-0963; KW-0418; KW-0460; KW-0479; KW-0547; KW-0808"		"Inferred from homology"	"reviewed"		"UPI0000125293"	"CATALYTIC ACTIVITY (1); COFACTOR (1); FUNCTION (1); PATHWAY (1); SEQUENCE CAUTION (1); SIMILARITY (1); SUBCELLULAR LOCATION (1); SUBUNIT (1)"	"Active site (1); Binding site (7); Chain (1); Site (2)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"			"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00020}."		
"P80654"	"MTRF_METMA"	"Tetrahydromethanopterin S-methyltransferase subunit F (EC 2.1.1.86) (N5-methyltetrahydromethanopterin--coenzyme M methyltransferase subunit F)"	"mtrF MM_1542"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0005886; GO:0006730; GO:0019386; GO:0030269; GO:0032259"	"plasma membrane [GO:0005886]; tetrahydromethanopterin S-methyltransferase activity [GO:0030269]; methanogenesis, from carbon dioxide [GO:0019386]; methylation [GO:0032259]; one-carbon metabolic process [GO:0006730]"	"methanogenesis, from carbon dioxide [GO:0019386]; methylation [GO:0032259]; one-carbon metabolic process [GO:0006730]"	"plasma membrane [GO:0005886]"	"tetrahydromethanopterin S-methyltransferase activity [GO:0030269]"	192952		"MM_1542"		"mtrF"	"UP000000595: Chromosome"	"MtrF family"	"WP_015411901.1;"	"mma:MM_1542;"	"1479884;24883167;44088830;66136932;"	"AAM31238;"	4	"Cell membrane;Direct protein sequencing;Membrane;Methanogenesis;Methyltransferase;One-carbon metabolism;Transferase;Transmembrane;Transmembrane helix"		"KW-1003; KW-0903; KW-0472; KW-0484; KW-0489; KW-0554; KW-0808; KW-0812; KW-1133"		"Evidence at protein level"	"reviewed"		"UPI0000ED9238"	"CATALYTIC ACTIVITY (1); FUNCTION (1); PATHWAY (1); SEQUENCE CAUTION (1); SIMILARITY (1); SUBCELLULAR LOCATION (1); SUBUNIT (1)"	"Chain (1); Initiator methionine (1); Sequence conflict (3); Transmembrane (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"			"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}."		"TRANSMEM 49..69; /note=""Helical""; /evidence=""ECO:0000255"""
"Q49161"	"ACDA1_METMA"	"Acetyl-CoA decarbonylase/synthase complex subunit alpha 1 (ACDS complex subunit alpha 1) (EC 1.2.7.4) (ACDS complex carbon monoxide dehydrogenase subunit alpha 1) (ACDS CODH subunit alpha 1)"	"cdhA1 MM_2089"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0005506; GO:0006084; GO:0016151; GO:0018492; GO:0019385; GO:0043885; GO:0051539"	"4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-monoxide dehydrogenase (acceptor) activity [GO:0018492]; carbon-monoxide dehydrogenase (ferredoxin) activity [GO:0043885]; iron ion binding [GO:0005506]; nickel cation binding [GO:0016151]; acetyl-CoA metabolic process [GO:0006084]; methanogenesis, from acetate [GO:0019385]"	"acetyl-CoA metabolic process [GO:0006084]; methanogenesis, from acetate [GO:0019385]"		"4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-monoxide dehydrogenase (acceptor) activity [GO:0018492]; carbon-monoxide dehydrogenase (ferredoxin) activity [GO:0043885]; iron ion binding [GO:0005506]; nickel cation binding [GO:0016151]"	192952		"MM_2089"		"cdhA1"	"UP000000595: Chromosome"	"Ni-containing carbon monoxide dehydrogenase family"	"WP_011034020.1;"	"mma:MM_2089;"	"24840339;"	"AAM31785;"	4	"4Fe-4S;Direct protein sequencing;Iron;Iron-sulfur;Metal-binding;Methanogenesis;Nickel;Oxidoreductase;Repeat"		"KW-0004; KW-0903; KW-0408; KW-0411; KW-0479; KW-0484; KW-0533; KW-0560; KW-0677"		"Evidence at protein level"	"reviewed"		"UPI00001677F8"	"BIOPHYSICOCHEMICAL PROPERTIES (1); CATALYTIC ACTIVITY (1); COFACTOR (2); DOMAIN (1); FUNCTION (1); PATHWAY (1); SIMILARITY (1); SUBUNIT (1)"	"Binding site (21); Chain (1); Domain (2); Initiator methionine (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q49163"	"ACDA2_METMA"	"Acetyl-CoA decarbonylase/synthase complex subunit alpha 2 (ACDS complex subunit alpha 2) (EC 1.2.7.4) (ACDS complex carbon monoxide dehydrogenase subunit alpha 2) (ACDS CODH subunit alpha 2)"	"cdhA2 MM_0684"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0005506; GO:0006084; GO:0016151; GO:0018492; GO:0019385; GO:0043885; GO:0051539"	"4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-monoxide dehydrogenase (acceptor) activity [GO:0018492]; carbon-monoxide dehydrogenase (ferredoxin) activity [GO:0043885]; iron ion binding [GO:0005506]; nickel cation binding [GO:0016151]; acetyl-CoA metabolic process [GO:0006084]; methanogenesis, from acetate [GO:0019385]"	"acetyl-CoA metabolic process [GO:0006084]; methanogenesis, from acetate [GO:0019385]"		"4 iron, 4 sulfur cluster binding [GO:0051539]; carbon-monoxide dehydrogenase (acceptor) activity [GO:0018492]; carbon-monoxide dehydrogenase (ferredoxin) activity [GO:0043885]; iron ion binding [GO:0005506]; nickel cation binding [GO:0016151]"	192952		"MM_0684"		"cdhA2"	"UP000000595: Chromosome"	"Ni-containing carbon monoxide dehydrogenase family"	"WP_011032635.1;"	"mma:MM_0684;"	"24838244;"	"AAM30380;"	4	"4Fe-4S;Direct protein sequencing;Iron;Iron-sulfur;Metal-binding;Methanogenesis;Nickel;Oxidoreductase;Repeat"		"KW-0004; KW-0903; KW-0408; KW-0411; KW-0479; KW-0484; KW-0533; KW-0560; KW-0677"		"Evidence at protein level"	"reviewed"		"UPI00001677DB"	"CATALYTIC ACTIVITY (1); COFACTOR (2); DOMAIN (1); FUNCTION (1); PATHWAY (1); SIMILARITY (1); SUBUNIT (1)"	"Binding site (21); Chain (1); Domain (2); Initiator methionine (1); Sequence conflict (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q60186"	"VATA_METMA"	"V-type ATP synthase alpha chain (EC 7.1.2.2) (V-ATPase subunit A)"	"atpA ahaA MM_0780"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0005524; GO:0033178; GO:0042777; GO:0046933; GO:0046961"	"proton-transporting two-sector ATPase complex, catalytic domain [GO:0033178]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; proton motive force-driven plasma membrane ATP synthesis [GO:0042777]"	"proton motive force-driven plasma membrane ATP synthesis [GO:0042777]"	"proton-transporting two-sector ATPase complex, catalytic domain [GO:0033178]"	"ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]"	192952	"ahaA"	"MM_0780"		"atpA"	"UP000000595: Chromosome"	"ATPase alpha/beta chains family"	"WP_011032730.1;"	"mma:MM_0780;"	"44085982;66137823;"	"AAM30476;"	4	"ATP synthesis;ATP-binding;Hydrogen ion transport;Ion transport;Nucleotide-binding;Translocase;Transport"		"KW-0066; KW-0067; KW-0375; KW-0406; KW-0547; KW-1278; KW-0813"		"Evidence at protein level"	"reviewed"		"UPI000013813F"	"ACTIVITY REGULATION (1); BIOPHYSICOCHEMICAL PROPERTIES (1); CATALYTIC ACTIVITY (1); FUNCTION (1); SIMILARITY (1); SUBUNIT (1)"	"Binding site (1); Chain (1); Sequence conflict (14)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PRY4"	"SYT_METMA"	"Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)"	"thrS MM_3304"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0000049; GO:0002161; GO:0004829; GO:0005524; GO:0005737; GO:0006435; GO:0008270"	"cytoplasm [GO:0005737]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; threonine-tRNA ligase activity [GO:0004829]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; threonyl-tRNA aminoacylation [GO:0006435]"	"threonyl-tRNA aminoacylation [GO:0006435]"	"cytoplasm [GO:0005737]"	"aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; threonine-tRNA ligase activity [GO:0004829]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]"	192952		"MM_3304"		"thrS"	"UP000000595: Chromosome"	"Class-II aminoacyl-tRNA synthetase family"	"WP_011035193.1;"	"mma:MM_3304;"	"44086951;"	"AAM33000;"	4	"Aminoacyl-tRNA synthetase;ATP-binding;Cytoplasm;Ligase;Metal-binding;Nucleotide-binding;Protein biosynthesis;RNA-binding;tRNA-binding;Zinc"		"KW-0030; KW-0067; KW-0963; KW-0436; KW-0479; KW-0547; KW-0648; KW-0694; KW-0820; KW-0862"		"Evidence at protein level"	"reviewed"		"UPI0000069429"	"CATALYTIC ACTIVITY (1); COFACTOR (1); DOMAIN (1); FUNCTION (1); SIMILARITY (1); SUBCELLULAR LOCATION (1); SUBUNIT (1)"	"Binding site (3); Chain (1); Mutagenesis (1); Region (2)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"			"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00184}."		
"Q8PU58"	"FPOA_METMA"	"F(420)H(2) dehydrogenase subunit A (EC 1.12.98.3) (F(420)H(2)-dependent phenazine dehydrogenase subunit A) (F(420)H(2)-dependent phenazine oxidoreductase subunit A) (FPO subunit A) (Methanophenazine hydrogenase subunit A) (Methanosarcina-phenazine hydrogenase subunit A)"	"fpoA MM_2491"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0005886; GO:0008137; GO:0015945; GO:0015948; GO:0051911"	"plasma membrane [GO:0005886]; Methanosarcina-phenazine hydrogenase activity [GO:0051911]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; methanogenesis [GO:0015948]; methanol metabolic process [GO:0015945]"	"methanogenesis [GO:0015948]; methanol metabolic process [GO:0015945]"	"plasma membrane [GO:0005886]"	"Methanosarcina-phenazine hydrogenase activity [GO:0051911]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]"	192952		"MM_2491"		"fpoA"	"UP000000595: Chromosome"	"Complex I subunit 3 family"	"WP_015412578.1;"	"mma:MM_2491;"	"44087883;66135452;"	"AAM32187;"	4	"Cell membrane;Electron transport;Membrane;Methanogenesis;Methanol utilization;Oxidoreductase;Transmembrane;Transmembrane helix;Transport"		"KW-1003; KW-0249; KW-0472; KW-0484; KW-0485; KW-0560; KW-0812; KW-1133; KW-0813"		"Evidence at protein level"	"reviewed"		"UPI0000069142"	"BIOPHYSICOCHEMICAL PROPERTIES (1); CATALYTIC ACTIVITY (1); FUNCTION (1); SEQUENCE CAUTION (1); SIMILARITY (1); SUBCELLULAR LOCATION (1); SUBUNIT (1)"	"Chain (1); Transmembrane (3)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"			"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}."		"TRANSMEM 9..29; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 64..84; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 95..115; /note=""Helical""; /evidence=""ECO:0000255"""
"Q8PU59"	"FPOH_METMA"	"F(420)H(2) dehydrogenase subunit H (EC 1.12.98.3) (F(420)H(2)-dependent phenazine dehydrogenase subunit H) (F(420)H(2)-dependent phenazine oxidoreductase subunit H) (FPO subunit H) (Methanophenazine hydrogenase subunit H) (Methanosarcina-phenazine hydrogenase subunit H)"	"fpoH MM_2487"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0005886; GO:0015945; GO:0015948; GO:0051911"	"plasma membrane [GO:0005886]; Methanosarcina-phenazine hydrogenase activity [GO:0051911]; methanogenesis [GO:0015948]; methanol metabolic process [GO:0015945]"	"methanogenesis [GO:0015948]; methanol metabolic process [GO:0015945]"	"plasma membrane [GO:0005886]"	"Methanosarcina-phenazine hydrogenase activity [GO:0051911]"	192952		"MM_2487"		"fpoH"	"UP000000595: Chromosome"	"Complex I subunit 1 family"		"mma:MM_2487;"		"AAM32183;"	4	"Cell membrane;Electron transport;Membrane;Methanogenesis;Methanol utilization;Oxidoreductase;Transmembrane;Transmembrane helix;Transport"		"KW-1003; KW-0249; KW-0472; KW-0484; KW-0485; KW-0560; KW-0812; KW-1133; KW-0813"		"Evidence at protein level"	"reviewed"		"UPI0000069141"	"BIOPHYSICOCHEMICAL PROPERTIES (1); CATALYTIC ACTIVITY (1); FUNCTION (1); SEQUENCE CAUTION (1); SIMILARITY (1); SUBCELLULAR LOCATION (1); SUBUNIT (1)"	"Chain (1); Transmembrane (8)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"			"SUBCELLULAR LOCATION: Cell membrane {ECO:0000255|HAMAP-Rule:MF_01350}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01350}."		"TRANSMEM 21..41; /note=""Helical""; /evidence=""ECO:0000255|HAMAP-Rule:MF_01350""; TRANSMEM 94..114; /note=""Helical""; /evidence=""ECO:0000255|HAMAP-Rule:MF_01350""; TRANSMEM 128..148; /note=""Helical""; /evidence=""ECO:0000255|HAMAP-Rule:MF_01350""; TRANSMEM 173..193; /note=""Helical""; /evidence=""ECO:0000255|HAMAP-Rule:MF_01350""; TRANSMEM 200..220; /note=""Helical""; /evidence=""ECO:0000255|HAMAP-Rule:MF_01350""; TRANSMEM 261..281; /note=""Helical""; /evidence=""ECO:0000255|HAMAP-Rule:MF_01350""; TRANSMEM 288..308; /note=""Helical""; /evidence=""ECO:0000255|HAMAP-Rule:MF_01350""; TRANSMEM 330..350; /note=""Helical""; /evidence=""ECO:0000255|HAMAP-Rule:MF_01350"""
"Q8PU60"	"FPOI_METMA"	"F(420)H(2) dehydrogenase subunit I (EC 1.12.98.3) (F(420)H(2)-dependent phenazine dehydrogenase subunit I) (F(420)H(2)-dependent phenazine oxidoreductase subunit I) (FPO subunit I) (Methanophenazine hydrogenase subunit I) (Methanosarcina-phenazine hydrogenase subunit I)"	"fpoI MM_2486"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0015945; GO:0015948; GO:0016020; GO:0016651; GO:0046872; GO:0051539; GO:0051911"	"membrane [GO:0016020]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; Methanosarcina-phenazine hydrogenase activity [GO:0051911]; oxidoreductase activity, acting on NAD(P)H [GO:0016651]; methanogenesis [GO:0015948]; methanol metabolic process [GO:0015945]"	"methanogenesis [GO:0015948]; methanol metabolic process [GO:0015945]"	"membrane [GO:0016020]"	"4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; Methanosarcina-phenazine hydrogenase activity [GO:0051911]; oxidoreductase activity, acting on NAD(P)H [GO:0016651]"	192952		"MM_2486"		"fpoI"	"UP000000595: Chromosome"	"Complex I 23 kDa subunit family"		"mma:MM_2486;"		"AAM32182;"	4	"4Fe-4S;Direct protein sequencing;Electron transport;Iron;Iron-sulfur;Metal-binding;Methanogenesis;Methanol utilization;Oxidoreductase;Repeat;Transport"		"KW-0004; KW-0903; KW-0249; KW-0408; KW-0411; KW-0479; KW-0484; KW-0485; KW-0560; KW-0677; KW-0813"		"Evidence at protein level"	"reviewed"		"UPI0000069140"	"BIOPHYSICOCHEMICAL PROPERTIES (1); CATALYTIC ACTIVITY (1); COFACTOR (1); FUNCTION (1); SEQUENCE CAUTION (1); SIMILARITY (1); SUBUNIT (1)"	"Binding site (8); Chain (1); Domain (2); Region (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
